Weather,Time of day,Budget,Physicality level,Environment,Group size,Activity
cloudy,morning,medium,2,indoors,4+,Bowling
rainy,afternoon,medium,3,indoors,2,Gym
cloudy,afternoon,low,3,outdoors,3,Biking
sunny,morning,medium,2,outdoors,1,Swimming
cloudy,afternoon,medium,1,indoors,3,Museum
sunny,evening,medium,3,outdoors,1,Hiking
sunny,evening,low,3,outdoors,4+,Hiking
snowy,morning,high,1,indoors,2,Eating out
sunny,afternoon,medium,2,indoors,2,Cooking class
snowy,evening,medium,1,indoors,3,Movie
sunny,afternoon,low,1,outdoors,2,Park
sunny,afternoon,low,2,outdoors,2,Beach
sunny,morning,medium,3,outdoors,1,Swimming
cloudy,evening,high,1,outdoors,2,Zoo
sunny,morning,high,1,outdoors,4+,Concert
snowy,afternoon,low,1,outdoors,3,Stargazing
cloudy,evening,medium,2,indoors,4+,Cooking class
cloudy,afternoon,low,1,outdoors,4+,Stargazing
sunny,afternoon,low,3,outdoors,4+,Hiking
cloudy,evening,medium,2,indoors,4+,Cooking class
cloudy,evening,medium,3,indoors,1,Gym
snowy,afternoon,high,3,outdoors,3,Skiing
sunny,morning,medium,2,indoors,3,Cooking class
snowy,morning,medium,3,indoors,1,Gym
sunny,evening,medium,3,outdoors,2,Hiking
rainy,evening,medium,1,indoors,2,Karaoke
sunny,afternoon,low,2,outdoors,1,Kite flying
cloudy,morning,medium,1,indoors,4+,Museum
rainy,evening,high,1,indoors,3,Eating out
snowy,afternoon,medium,2,indoors,3,Cooking class
snowy,afternoon,low,1,indoors,4+,Board games
snowy,afternoon,high,1,indoors,4+,Eating out
snowy,morning,medium,2,indoors,3,Cooking class
cloudy,evening,medium,1,indoors,4+,Karaoke
sunny,morning,medium,1,indoors,4+,Museum
cloudy,evening,low,1,outdoors,1,Park
snowy,afternoon,medium,2,indoors,4+,Bowling
sunny,morning,high,1,outdoors,3,Concert
sunny,morning,high,1,outdoors,3,Concert
snowy,evening,high,3,outdoors,2,Skiing
rainy,morning,medium,2,indoors,3,Yoga
rainy,afternoon,medium,3,indoors,2,Gym
cloudy,evening,medium,3,indoors,1,Gym
cloudy,morning,medium,3,outdoors,2,Hiking
rainy,morning,medium,1,indoors,1,Museum
snowy,afternoon,medium,3,indoors,1,Gym
cloudy,morning,high,1,outdoors,3,Zoo
snowy,afternoon,low,1,outdoors,1,Stargazing
rainy,afternoon,medium,1,indoors,2,Movie
sunny,afternoon,medium,2,indoors,3,Yoga
rainy,afternoon,medium,2,indoors,4+,Escape room
sunny,afternoon,low,3,outdoors,4+,Hiking
rainy,evening,high,1,indoors,2,Eating out
snowy,evening,medium,2,indoors,4+,Bowling
sunny,evening,medium,2,indoors,1,Yoga
cloudy,evening,medium,3,outdoors,2,Hiking
sunny,afternoon,low,1,indoors,4+,Board games
snowy,evening,high,1,indoors,3,Eating out
sunny,morning,low,3,outdoors,2,Biking
sunny,afternoon,high,1,outdoors,2,Concert
cloudy,morning,low,1,outdoors,3,Stargazing
sunny,afternoon,medium,2,indoors,4+,Escape room
snowy,afternoon,medium,2,indoors,2,Cooking class
snowy,morning,medium,2,indoors,3,Cooking class
cloudy,morning,medium,3,outdoors,1,Hiking
sunny,morning,medium,1,indoors,4+,Comedy
snowy,afternoon,medium,1,indoors,1,Museum
cloudy,afternoon,low,3,outdoors,3,Hiking
sunny,afternoon,medium,2,indoors,3,Cooking class
sunny,morning,low,3,outdoors,4+,Beach
sunny,morning,medium,2,outdoors,1,Swimming
sunny,afternoon,low,3,outdoors,2,Beach
sunny,morning,high,1,outdoors,4+,Concert
sunny,afternoon,high,1,outdoors,2,Concert
sunny,morning,low,2,outdoors,1,Kite flying
sunny,morning,medium,3,outdoors,2,Swimming
cloudy,afternoon,low,3,outdoors,4+,Biking
sunny,afternoon,high,1,indoors,4+,Eating out
sunny,evening,low,3,outdoors,1,Surfing
sunny,morning,low,1,outdoors,4+,Beach
sunny,morning,low,3,outdoors,2,Surfing
cloudy,afternoon,high,1,outdoors,3,Concert
rainy,morning,high,1,indoors,3,Eating out
sunny,morning,high,1,outdoors,4+,Zoo
rainy,morning,medium,1,indoors,3,Museum
snowy,morning,high,3,outdoors,1,Skiing
snowy,afternoon,high,3,outdoors,4+,Skiing
sunny,evening,medium,2,indoors,4+,Cooking class
sunny,morning,medium,2,indoors,4+,Cooking class
sunny,evening,medium,2,indoors,3,Cooking class
sunny,morning,low,1,outdoors,2,Stargazing
cloudy,morning,medium,3,outdoors,2,Hiking
sunny,afternoon,medium,1,indoors,1,Museum
snowy,morning,medium,1,indoors,2,Karaoke
cloudy,evening,low,3,outdoors,4+,Biking
snowy,evening,medium,2,indoors,4+,Yoga
cloudy,evening,low,3,outdoors,1,Hiking
cloudy,evening,medium,3,outdoors,1,Hiking
sunny,morning,medium,2,indoors,3,Cooking class
cloudy,evening,high,1,outdoors,3,Zoo
rainy,evening,medium,2,indoors,2,Cooking class
cloudy,afternoon,low,3,outdoors,2,Hiking
cloudy,evening,medium,3,outdoors,2,Hiking
cloudy,afternoon,medium,1,indoors,2,Comedy
snowy,afternoon,medium,2,indoors,2,Yoga
cloudy,afternoon,high,1,outdoors,4+,Zoo
rainy,afternoon,medium,1,indoors,3,Movie
snowy,afternoon,high,3,outdoors,1,Skiing
cloudy,morning,low,1,outdoors,3,Park
cloudy,evening,medium,1,indoors,1,Museum
sunny,afternoon,low,1,outdoors,3,Park
rainy,evening,high,1,indoors,2,Eating out
cloudy,afternoon,medium,2,indoors,4+,Cooking class
sunny,afternoon,low,2,outdoors,2,Beach
snowy,evening,high,3,outdoors,4+,Skiing
sunny,afternoon,low,1,outdoors,3,Picnic
snowy,evening,medium,3,indoors,2,Gym
cloudy,afternoon,medium,1,indoors,2,Movie
sunny,afternoon,high,1,outdoors,3,Concert
cloudy,morning,medium,2,indoors,4+,Bowling
sunny,evening,low,3,outdoors,3,Hiking
sunny,evening,medium,2,outdoors,1,Swimming
rainy,afternoon,medium,1,indoors,2,Museum
sunny,evening,high,1,outdoors,3,Concert
snowy,morning,medium,2,indoors,4+,Yoga
sunny,afternoon,low,3,outdoors,2,Beach
rainy,morning,medium,1,indoors,2,Comedy
rainy,afternoon,medium,2,indoors,4+,Cooking class
sunny,morning,low,2,outdoors,1,Kite flying
rainy,evening,medium,1,indoors,3,Museum
snowy,afternoon,low,1,outdoors,4+,Stargazing
snowy,morning,medium,1,indoors,4+,Comedy
sunny,evening,medium,2,indoors,4+,Cooking class
snowy,afternoon,medium,2,indoors,2,Yoga
cloudy,morning,medium,1,indoors,4+,Comedy
cloudy,morning,low,1,outdoors,3,Picnic
sunny,morning,low,1,outdoors,3,Stargazing
sunny,evening,medium,3,indoors,2,Gym
sunny,afternoon,low,1,outdoors,4+,Park
cloudy,evening,high,1,outdoors,2,Zoo
sunny,evening,low,1,outdoors,1,Park
sunny,afternoon,low,2,outdoors,2,Beach
cloudy,morning,medium,3,indoors,1,Gym
sunny,morning,medium,2,indoors,3,Cooking class
cloudy,afternoon,medium,1,indoors,2,Comedy
rainy,evening,medium,1,indoors,3,Museum
snowy,morning,low,1,outdoors,4+,Stargazing
snowy,evening,low,1,outdoors,1,Stargazing
sunny,evening,medium,2,indoors,3,Yoga
sunny,evening,medium,2,indoors,4+,Bowling
cloudy,morning,low,1,outdoors,3,Park
cloudy,morning,high,1,indoors,4+,Eating out
rainy,afternoon,medium,2,indoors,2,Cooking class
sunny,morning,high,1,indoors,4+,Eating out
snowy,morning,high,1,indoors,4+,Eating out
sunny,evening,low,3,outdoors,3,Surfing
snowy,morning,medium,1,indoors,4+,Karaoke
sunny,afternoon,high,1,outdoors,4+,Zoo
rainy,afternoon,medium,1,indoors,2,Movie
cloudy,morning,medium,1,indoors,4+,Karaoke
cloudy,evening,medium,3,outdoors,1,Hiking
sunny,morning,medium,1,indoors,3,Comedy
sunny,afternoon,low,1,outdoors,3,Picnic
cloudy,evening,medium,2,indoors,3,Cooking class
sunny,morning,low,2,outdoors,2,Beach
rainy,morning,high,1,indoors,4+,Eating out
cloudy,afternoon,low,1,indoors,4+,Board games
sunny,afternoon,low,1,outdoors,4+,Beach
rainy,evening,high,1,indoors,3,Eating out
rainy,evening,medium,1,indoors,2,Karaoke
sunny,morning,low,3,outdoors,3,Hiking
sunny,afternoon,medium,3,outdoors,1,Swimming
sunny,evening,low,1,outdoors,2,Beach
sunny,evening,low,1,outdoors,2,Beach
snowy,evening,medium,3,indoors,2,Gym
sunny,afternoon,medium,3,outdoors,3,Hiking
cloudy,afternoon,medium,2,indoors,3,Yoga
cloudy,afternoon,high,1,outdoors,3,Concert
snowy,evening,high,1,indoors,2,Eating out
cloudy,evening,medium,1,indoors,3,Comedy
cloudy,morning,high,1,outdoors,4+,Zoo
snowy,afternoon,medium,2,indoors,1,Yoga
sunny,evening,low,1,outdoors,1,Park
snowy,afternoon,high,3,outdoors,1,Skiing
rainy,morning,medium,1,indoors,4+,Comedy
cloudy,evening,medium,2,indoors,4+,Escape room
sunny,afternoon,low,1,outdoors,4+,Picnic
sunny,evening,low,3,outdoors,3,Beach
cloudy,evening,medium,3,outdoors,3,Hiking
rainy,morning,medium,1,indoors,2,Karaoke
cloudy,morning,low,3,outdoors,1,Biking
snowy,evening,high,1,indoors,4+,Eating out
sunny,morning,low,1,outdoors,2,Beach
sunny,afternoon,medium,2,indoors,2,Cooking class
snowy,evening,high,1,indoors,4+,Eating out
cloudy,morning,low,1,outdoors,3,Picnic
sunny,afternoon,low,1,outdoors,2,Picnic
cloudy,afternoon,medium,3,indoors,2,Gym
cloudy,afternoon,high,1,indoors,3,Eating out
cloudy,morning,medium,1,indoors,3,Comedy
sunny,morning,low,1,outdoors,1,Park
sunny,morning,low,3,outdoors,3,Surfing
rainy,evening,low,1,outdoors,3,Stargazing
cloudy,afternoon,low,3,outdoors,3,Hiking
sunny,afternoon,low,3,outdoors,3,Surfing
sunny,morning,low,3,outdoors,2,Hiking
cloudy,evening,low,1,outdoors,3,Picnic
sunny,evening,low,1,outdoors,4+,Stargazing
snowy,afternoon,medium,2,indoors,1,Yoga
sunny,afternoon,low,1,outdoors,3,Picnic
sunny,morning,medium,1,indoors,2,Movie
sunny,afternoon,low,1,outdoors,1,Stargazing
cloudy,afternoon,low,3,outdoors,3,Hiking
cloudy,morning,low,1,outdoors,2,Picnic
rainy,evening,low,1,outdoors,4+,Stargazing
sunny,morning,medium,3,outdoors,2,Hiking
sunny,evening,medium,2,indoors,4+,Yoga
snowy,morning,medium,1,indoors,2,Museum
snowy,morning,medium,1,indoors,2,Movie
rainy,afternoon,medium,1,indoors,4+,Museum
cloudy,evening,medium,3,indoors,1,Gym
sunny,evening,medium,2,indoors,2,Cooking class
sunny,morning,medium,1,indoors,4+,Karaoke
rainy,afternoon,high,1,indoors,3,Eating out
rainy,evening,high,1,indoors,3,Eating out
sunny,afternoon,medium,1,indoors,3,Movie
sunny,morning,medium,3,outdoors,2,Hiking
snowy,afternoon,medium,1,indoors,4+,Comedy
cloudy,evening,low,1,outdoors,3,Picnic
sunny,evening,low,3,outdoors,2,Hiking
cloudy,afternoon,high,1,indoors,3,Eating out
cloudy,afternoon,medium,2,indoors,2,Yoga
snowy,evening,medium,1,indoors,4+,Karaoke
snowy,afternoon,medium,1,indoors,4+,Comedy
sunny,morning,low,1,outdoors,1,Park
cloudy,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,high,1,outdoors,4+,Zoo
sunny,afternoon,high,1,outdoors,3,Concert
rainy,evening,medium,1,indoors,2,Movie
snowy,morning,high,1,indoors,3,Eating out
sunny,evening,medium,2,indoors,3,Yoga
sunny,evening,low,1,outdoors,4+,Park
snowy,afternoon,medium,2,indoors,2,Yoga
rainy,afternoon,medium,1,indoors,4+,Museum
rainy,evening,medium,1,indoors,2,Movie
cloudy,afternoon,medium,1,indoors,3,Movie
sunny,afternoon,medium,3,outdoors,2,Hiking
sunny,afternoon,medium,1,indoors,4+,Museum
snowy,afternoon,medium,2,indoors,2,Yoga
sunny,morning,low,1,outdoors,1,Park
snowy,evening,low,1,outdoors,3,Stargazing
snowy,evening,high,1,indoors,3,Eating out
sunny,afternoon,low,1,outdoors,4+,Park
cloudy,afternoon,low,1,outdoors,2,Picnic
rainy,evening,medium,1,indoors,2,Karaoke
rainy,morning,medium,2,indoors,4+,Yoga
rainy,evening,medium,1,indoors,2,Karaoke
sunny,afternoon,medium,2,indoors,4+,Bowling
sunny,evening,low,3,outdoors,4+,Beach
sunny,evening,low,3,outdoors,2,Hiking
sunny,morning,low,3,outdoors,3,Surfing
cloudy,afternoon,low,3,outdoors,4+,Hiking
snowy,morning,high,1,indoors,4+,Eating out
cloudy,afternoon,medium,1,indoors,4+,Comedy
sunny,evening,medium,1,indoors,3,Karaoke
rainy,evening,medium,2,indoors,3,Cooking class
rainy,evening,high,1,indoors,4+,Eating out
sunny,afternoon,low,1,outdoors,4+,Beach
sunny,evening,medium,2,outdoors,2,Swimming
snowy,afternoon,medium,1,indoors,4+,Karaoke
cloudy,evening,high,1,outdoors,3,Zoo
sunny,afternoon,low,1,outdoors,4+,Picnic
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,morning,high,1,outdoors,4+,Concert
sunny,evening,low,3,outdoors,4+,Beach
cloudy,evening,high,1,outdoors,3,Concert
sunny,evening,low,1,outdoors,4+,Stargazing
sunny,evening,medium,2,outdoors,3,Swimming
sunny,afternoon,low,3,outdoors,4+,Biking
cloudy,evening,medium,1,indoors,2,Karaoke
snowy,afternoon,medium,1,indoors,4+,Karaoke
rainy,morning,medium,2,indoors,4+,Yoga
rainy,afternoon,medium,1,indoors,2,Museum
sunny,morning,high,1,indoors,3,Eating out
cloudy,evening,medium,1,indoors,4+,Comedy
cloudy,morning,medium,1,indoors,4+,Museum
cloudy,evening,low,1,outdoors,4+,Picnic
snowy,morning,medium,1,indoors,1,Museum
rainy,evening,medium,2,indoors,4+,Yoga
sunny,afternoon,low,2,outdoors,2,Beach
cloudy,afternoon,medium,2,indoors,1,Yoga
cloudy,evening,high,1,outdoors,4+,Concert
sunny,afternoon,low,3,outdoors,4+,Surfing
sunny,afternoon,low,3,outdoors,4+,Surfing
cloudy,afternoon,high,1,outdoors,3,Concert
snowy,evening,medium,1,indoors,3,Karaoke
rainy,afternoon,medium,2,indoors,4+,Cooking class
sunny,afternoon,low,3,outdoors,3,Hiking
sunny,morning,medium,2,indoors,4+,Bowling
rainy,morning,medium,1,indoors,2,Movie
rainy,evening,medium,1,indoors,4+,Museum
sunny,afternoon,high,1,outdoors,3,Concert
cloudy,afternoon,medium,2,indoors,4+,Escape room
rainy,morning,medium,1,indoors,2,Karaoke
cloudy,morning,low,1,outdoors,4+,Stargazing
sunny,afternoon,high,1,indoors,2,Eating out
cloudy,evening,medium,1,indoors,4+,Karaoke
snowy,morning,medium,1,indoors,2,Museum
cloudy,evening,medium,2,indoors,4+,Escape room
snowy,evening,medium,1,indoors,3,Movie
cloudy,evening,medium,2,indoors,2,Yoga
sunny,afternoon,medium,1,indoors,3,Movie
sunny,morning,low,1,outdoors,4+,Picnic
sunny,morning,medium,1,indoors,3,Karaoke
sunny,evening,low,1,outdoors,4+,Beach
cloudy,morning,medium,2,indoors,1,Yoga
cloudy,afternoon,low,3,outdoors,4+,Hiking
sunny,evening,medium,2,indoors,4+,Bowling
rainy,evening,medium,2,indoors,2,Yoga
cloudy,afternoon,high,1,indoors,2,Eating out
snowy,morning,medium,1,indoors,2,Movie
sunny,afternoon,high,1,indoors,3,Eating out
sunny,morning,high,1,outdoors,2,Zoo
cloudy,morning,medium,3,indoors,2,Gym
snowy,morning,medium,1,indoors,4+,Comedy
sunny,afternoon,medium,1,indoors,1,Museum
cloudy,evening,high,1,outdoors,4+,Concert
cloudy,evening,medium,2,indoors,4+,Bowling
sunny,afternoon,medium,2,outdoors,2,Swimming
cloudy,afternoon,medium,2,indoors,4+,Yoga
snowy,afternoon,high,3,outdoors,1,Skiing
sunny,morning,low,3,outdoors,4+,Biking
cloudy,afternoon,medium,2,indoors,3,Yoga
rainy,morning,medium,1,indoors,2,Movie
sunny,afternoon,low,3,outdoors,2,Beach
rainy,morning,medium,2,indoors,4+,Bowling
rainy,afternoon,medium,2,indoors,1,Yoga
snowy,morning,medium,2,indoors,3,Yoga
sunny,morning,medium,3,outdoors,3,Hiking
snowy,afternoon,medium,1,indoors,4+,Karaoke
sunny,afternoon,low,3,outdoors,2,Biking
sunny,morning,low,3,outdoors,4+,Surfing
sunny,evening,low,3,outdoors,3,Beach
cloudy,afternoon,high,1,outdoors,4+,Concert
sunny,morning,medium,2,indoors,2,Cooking class
sunny,evening,medium,3,outdoors,4+,Swimming
sunny,morning,medium,3,outdoors,1,Swimming
sunny,morning,high,1,outdoors,2,Concert
cloudy,evening,medium,1,indoors,1,Museum
snowy,evening,medium,1,indoors,4+,Comedy
rainy,evening,low,2,outdoors,2,Kite flying
snowy,morning,high,3,outdoors,2,Skiing
cloudy,evening,medium,1,indoors,3,Museum
sunny,evening,medium,1,indoors,3,Movie
cloudy,evening,low,1,outdoors,3,Picnic
sunny,afternoon,high,1,outdoors,2,Zoo
rainy,afternoon,medium,1,indoors,4+,Museum
sunny,evening,high,1,outdoors,4+,Zoo
sunny,morning,medium,2,indoors,1,Yoga
sunny,evening,low,3,outdoors,4+,Hiking
sunny,morning,low,3,outdoors,4+,Surfing
sunny,morning,medium,3,outdoors,3,Swimming
snowy,afternoon,medium,1,indoors,3,Comedy
sunny,evening,low,1,outdoors,3,Park
rainy,afternoon,medium,1,indoors,2,Movie
sunny,morning,medium,3,outdoors,2,Swimming
snowy,afternoon,low,1,outdoors,3,Stargazing
sunny,morning,medium,2,indoors,2,Cooking class
rainy,evening,medium,2,indoors,4+,Escape room
rainy,evening,medium,1,indoors,2,Museum
sunny,morning,medium,1,indoors,4+,Karaoke
sunny,evening,high,1,outdoors,3,Concert
rainy,morning,medium,1,indoors,3,Comedy
rainy,afternoon,medium,2,indoors,4+,Yoga
snowy,evening,low,1,outdoors,3,Stargazing
sunny,morning,low,3,outdoors,3,Surfing
cloudy,afternoon,medium,1,indoors,3,Karaoke
sunny,afternoon,medium,1,indoors,3,Museum
rainy,afternoon,high,1,indoors,2,Eating out
cloudy,evening,medium,1,indoors,3,Comedy
cloudy,afternoon,medium,1,indoors,2,Museum
sunny,morning,medium,1,indoors,4+,Comedy
rainy,morning,medium,1,indoors,3,Museum
sunny,evening,high,1,indoors,3,Eating out
sunny,evening,high,1,indoors,4+,Eating out
sunny,evening,medium,1,indoors,3,Karaoke
cloudy,morning,medium,3,indoors,2,Gym
sunny,afternoon,medium,2,outdoors,4+,Swimming
cloudy,afternoon,medium,3,outdoors,4+,Hiking
rainy,afternoon,medium,2,indoors,4+,Cooking class
snowy,morning,medium,2,indoors,4+,Bowling
cloudy,morning,medium,1,indoors,4+,Museum
cloudy,morning,medium,1,indoors,2,Museum
cloudy,evening,medium,1,indoors,4+,Museum
sunny,morning,medium,2,outdoors,3,Swimming
sunny,evening,low,3,outdoors,3,Hiking
snowy,morning,low,1,outdoors,1,Stargazing
cloudy,afternoon,medium,1,indoors,2,Museum
sunny,morning,medium,2,indoors,3,Cooking class
sunny,evening,medium,1,indoors,2,Movie
cloudy,evening,high,1,indoors,2,Eating out
snowy,morning,medium,1,indoors,2,Comedy
sunny,morning,medium,2,indoors,2,Cooking class
rainy,morning,medium,1,indoors,3,Comedy
rainy,afternoon,medium,2,indoors,4+,Cooking class
sunny,morning,medium,2,outdoors,2,Swimming
sunny,afternoon,medium,3,outdoors,1,Hiking
sunny,afternoon,low,3,outdoors,2,Beach
snowy,evening,medium,2,indoors,3,Cooking class
sunny,morning,medium,2,indoors,4+,Cooking class
cloudy,evening,high,1,outdoors,2,Concert
rainy,evening,medium,2,indoors,4+,Escape room
rainy,morning,medium,2,indoors,4+,Cooking class
cloudy,afternoon,low,1,outdoors,2,Picnic
snowy,evening,medium,2,indoors,2,Yoga
cloudy,morning,medium,1,indoors,4+,Comedy
sunny,evening,medium,2,indoors,3,Cooking class
snowy,morning,high,3,outdoors,4+,Skiing
rainy,afternoon,medium,1,indoors,3,Comedy
snowy,afternoon,low,1,indoors,4+,Board games
snowy,morning,high,3,outdoors,2,Skiing
sunny,morning,medium,1,indoors,2,Karaoke
sunny,evening,low,1,outdoors,3,Stargazing
sunny,morning,low,1,outdoors,3,Beach
cloudy,afternoon,low,3,outdoors,4+,Biking
cloudy,evening,medium,2,indoors,3,Yoga
rainy,afternoon,medium,3,indoors,2,Gym
snowy,morning,high,3,outdoors,1,Skiing
sunny,afternoon,low,3,outdoors,2,Biking
sunny,morning,low,1,outdoors,3,Stargazing
cloudy,morning,high,1,outdoors,4+,Zoo
snowy,evening,high,1,indoors,3,Eating out
sunny,evening,low,1,outdoors,1,Stargazing
cloudy,evening,medium,2,indoors,3,Yoga
snowy,evening,low,1,outdoors,3,Stargazing
rainy,evening,medium,2,indoors,1,Yoga
cloudy,afternoon,medium,2,indoors,3,Yoga
sunny,morning,low,3,outdoors,2,Hiking
snowy,evening,medium,1,indoors,4+,Museum
cloudy,morning,medium,1,indoors,2,Comedy
snowy,morning,medium,2,indoors,3,Cooking class
cloudy,evening,high,1,outdoors,2,Concert
cloudy,evening,medium,1,indoors,3,Karaoke
cloudy,evening,low,1,outdoors,2,Park
snowy,morning,medium,1,indoors,3,Karaoke
cloudy,afternoon,medium,2,indoors,3,Yoga
cloudy,afternoon,medium,1,indoors,4+,Museum
sunny,evening,medium,2,indoors,4+,Escape room
rainy,evening,medium,1,indoors,3,Movie
sunny,evening,low,2,outdoors,1,Kite flying
cloudy,morning,medium,1,indoors,4+,Museum
sunny,morning,low,3,outdoors,4+,Biking
sunny,evening,low,1,outdoors,2,Park
sunny,morning,high,1,outdoors,3,Zoo
cloudy,evening,low,3,outdoors,3,Biking
sunny,morning,medium,2,indoors,4+,Cooking class
sunny,afternoon,low,3,outdoors,1,Hiking
cloudy,evening,medium,3,outdoors,2,Hiking
sunny,morning,low,1,outdoors,2,Stargazing
cloudy,morning,low,1,outdoors,2,Stargazing
sunny,morning,high,1,outdoors,3,Zoo
sunny,morning,medium,3,outdoors,2,Hiking
sunny,evening,low,3,outdoors,1,Surfing
sunny,afternoon,low,3,outdoors,4+,Hiking
snowy,afternoon,low,1,outdoors,4+,Stargazing
sunny,morning,high,1,outdoors,2,Zoo
cloudy,evening,high,1,outdoors,3,Concert
rainy,morning,medium,3,indoors,2,Gym
cloudy,evening,low,3,outdoors,3,Hiking
rainy,morning,medium,1,indoors,3,Museum
cloudy,morning,low,3,outdoors,3,Hiking
sunny,morning,medium,3,outdoors,1,Hiking
sunny,evening,low,3,outdoors,4+,Surfing
rainy,morning,medium,2,indoors,3,Cooking class
cloudy,afternoon,medium,2,indoors,2,Yoga
cloudy,afternoon,low,1,outdoors,4+,Park
cloudy,morning,low,1,outdoors,1,Stargazing
snowy,afternoon,medium,1,indoors,4+,Museum
sunny,evening,low,3,outdoors,4+,Surfing
snowy,evening,medium,2,indoors,4+,Escape room
sunny,afternoon,low,1,outdoors,1,Park
